# KAPUTNIK Flight Data v2
# Sample rate: 500 Hz
# Samples: 3250
# Accel range: +/-16 g
# Gyro range: +/-2000 dps
# Epoch start: 1783350000000
epoch_ms,ax,ay,az,gx,gy,gz
1783350002566,120,-30,1858,4,16,1450
1783350002568,42,-9,1839,2,-28,1490
1783350002570,36,15,1905,-11,-19,1466
1783350002572,73,-22,1893,-8,18,1458
1783350002574,55,-12,1876,14,-25,1457
1783350002576,15,-60,1878,5,-28,1487
1783350002578,17,-31,1917,-11,-16,1497
1783350002580,-3,18,1921,-16,-18,1458
1783350002582,2,-3,1852,18,-14,1432
1783350002584,27,-76,1898,7,-51,1457
1783350002586,59,42,1912,7,-6,1450
1783350002588,35,-5,1882,29,15,1487
1783350002590,15,-38,1873,-19,-53,1460
1783350002592,45,38,1914,1,-32,1446
1783350002594,14,-19,1830,-11,-32,1469
1783350002596,37,-49,1830,0,-25,1441
1783350002598,47,37,1902,22,8,1456
1783350002600,42,-50,1908,6,-23,1449
1783350002602,24,41,1912,2,0,1449
1783350002604,40,-6,1915,3,-23,1407
1783350002606,83,-52,1856,-2,-9,1443
1783350002608,-16,-13,1826,-19,-42,1464
1783350002610,136,-22,1867,-3,-42,1448
1783350002612,77,-36,1875,-3,-35,1447
1783350002614,27,64,1877,-12,-23,1461
1783350002616,26,-61,1849,9,-18,1434
1783350002618,46,69,1938,9,-1,1440
1783350002620,20,-3,1851,3,-4,1443
1783350002622,74,2,1846,-3,-9,1434
1783350002624,78,-46,1896,3,-34,1417
1783350002626,25,9,1930,-8,-3,1412
1783350002628,18,-20,1850,11,3,1469
1783350002630,30,-18,1855,-3,-10,1417
1783350002632,58,3,1874,1,7,1422
1783350002634,71,-11,1877,-1,-38,1425
1783350002636,45,11,1868,-14,-15,1455
1783350002638,17,21,1881,19,-34,1426
1783350002640,79,52,1839,3,-38,1448
1783350002642,83,-15,1900,-11,-22,1437
1783350002644,-5,-17,1843,4,-14,1422
1783350002646,71,11,1865,34,5,1423
1783350002648,81,-52,1859,20,-24,1425
1783350002650,50,68,1837,12,-16,1415
1783350002652,87,-49,1851,18,-33,1403
1783350002654,64,-61,1864,-2,-64,1435
1783350002656,65,-39,1857,13,-29,1419
1783350002658,17,22,1877,13,5,1421
1783350002660,70,9,1884,-5,-20,1424
1783350002662,63,74,1886,-25,-19,1412
1783350002664,71,-49,1896,-39,-21,1427
1783350002666,91,17,1951,11,22,1428
1783350002668,18,-8,1854,24,-10,1429
1783350002670,93,15,1880,5,-41,1401
1783350002672,48,-26,1908,-10,-19,1412
1783350002674,49,-7,1893,11,-42,1384
1783350002676,21,-40,1862,-37,-1,1400
1783350002678,67,-17,1874,0,-14,1406
1783350002680,86,-22,1838,-10,-15,1396
1783350002682,60,11,1876,3,-8,1374
1783350002684,12,-18,1856,-31,-37,1379
1783350002686,51,-30,1846,-5,-34,1395
1783350002688,1,-14,1870,-12,-36,1398
1783350002690,47,-27,1835,-8,-32,1371
1783350002692,-3,-26,1919,22,-60,1414
1783350002694,15,-19,1832,-23,-3,1396
1783350002696,17,-9,1816,-18,-23,1379
1783350002698,48,-20,1865,-11,-18,1395
1783350002700,96,-58,1881,0,-45,1391
1783350002702,39,-21,1880,5,20,1367
1783350002704,6,-21,1852,-26,-57,1412
1783350002706,45,-41,1850,-23,-32,1389
1783350002708,44,-50,1836,-33,0,1368
1783350002710,98,21,1888,-19,-5,1407
1783350002712,95,-50,1825,4,-16,1385
1783350002714,51,-75,1871,-59,-10,1384
1783350002716,69,-29,1819,-23,-38,1375
1783350002718,79,-42,1877,-13,-39,1375
1783350002720,4,62,1876,3,-40,1386
1783350002722,35,-1,1882,-8,-27,1383
1783350002724,59,4,1793,-3,-36,1374
1783350002726,75,8,1844,-29,-33,1364
1783350002728,4,-11,1878,-30,1,1373
1783350002730,53,-14,1820,-41,-33,1371
1783350002732,12,21,1836,-19,-7,1362
1783350002734,50,-27,1907,-20,-53,1383
1783350002736,78,-43,1849,-32,11,1351
1783350002738,24,-17,1868,-30,-8,1363
1783350002740,28,-25,1948,-29,-21,1364
1783350002742,-10,-2,1844,-18,-48,1382
1783350002744,11,-19,1849,7,-32,1370
1783350002746,88,15,1862,-3,-36,1365
1783350002748,33,14,1824,-28,-35,1323
1783350002750,52,-68,1873,-13,-40,1334
1783350002752,26,-6,1835,-19,-15,1346
1783350002754,62,-6,1853,-14,-34,1361
1783350002756,51,10,1841,-27,-21,1346
1783350002758,72,10,1819,-20,-10,1323
1783350002760,77,-6,1921,-36,-23,1333
1783350002762,52,-53,1870,-16,-26,1343
1783350002764,3,7,1802,-18,-56,1352
1783350002766,15,12,1853,-1,-29,1310
1783350002768,21,9,1861,-14,-18,1360
1783350002770,44,-44,1918,-32,-31,1336
1783350002772,-4,-13,1893,-22,-4,1352
1783350002774,51,-35,1821,-21,-9,1369
1783350002776,4,-25,1869,-23,3,1343
1783350002778,51,-36,1863,-6,-46,1339
1783350002780,80,-46,1827,-32,-21,1346
1783350002782,4,-18,1853,-26,-40,1321
1783350002784,37,5,1880,-36,-14,1339
1783350002786,49,-52,1873,-17,-24,1314
1783350002788,38,-67,1893,-31,-59,1307
1783350002790,33,-8,1855,-33,-44,1311
1783350002792,-19,-9,1847,-19,2,1341
1783350002794,75,-8,1875,-22,7,1342
1783350002796,4,-42,1859,-17,-3,1342
1783350002798,53,20,1877,4,-25,1324
1783350002800,-58,-18,1859,11,-6,1332
1783350002802,49,50,1820,-29,-17,1317
1783350002804,24,-37,1856,-40,-21,1312
1783350002806,61,-40,1878,-27,-40,1313
1783350002808,61,19,1868,-44,-23,1306
1783350002810,81,49,1845,-52,-13,1308
1783350002812,76,18,1920,-22,-47,1345
1783350002814,-17,-103,1898,-30,-26,1302
1783350002816,85,-42,1884,-38,-9,1326
1783350002818,59,41,1757,-21,-9,1305
1783350002820,104,-58,1881,-53,-17,1312
1783350002822,22,13,1881,-20,-31,1295
1783350002824,40,-24,1849,-1,5,1314
1783350002826,35,-24,1867,-37,-31,1293
1783350002828,-8,2,1803,-40,-42,1290
1783350002830,-10,42,1895,-38,-13,1283
1783350002832,49,-72,1911,-37,-28,1316
1783350002834,51,12,1897,-21,-19,1296
1783350002836,52,-3,1830,-35,-31,1275
1783350002838,23,-23,1925,-24,-49,1296
1783350002840,56,-47,1902,-18,-23,1280
1783350002842,24,64,1873,-37,8,1285
1783350002844,33,-29,1859,-29,-14,1276
1783350002846,42,8,1863,-26,-43,1278
1783350002848,36,6,1860,-51,18,1263
1783350002850,40,4,1862,-58,-26,1310
1783350002852,51,10,1912,-51,-21,1267
1783350002854,6,-36,1815,-36,3,1276
1783350002856,8,17,1910,-30,-29,1289
1783350002858,111,-32,1866,-29,-26,1292
1783350002860,21,-6,1931,-31,-15,1262
1783350002862,121,-62,1828,-58,-48,1270
1783350002864,39,3,1833,-21,0,1306
1783350002866,48,-78,1861,-45,2,1247
1783350002868,34,-9,1880,-41,-31,1267
1783350002870,29,-29,1930,-24,3,1264
1783350002872,50,-10,1884,-39,-2,1264
1783350002874,54,64,1906,-55,-12,1277
1783350002876,26,-4,1932,-42,-32,1278
1783350002878,0,47,1874,-40,-20,1267
1783350002880,74,-3,1861,-23,-32,1239
1783350002882,78,4,1868,-26,-54,1258
1783350002884,32,-7,1850,-29,-39,1269
1783350002886,54,42,1870,-12,-16,1275
1783350002888,15,-14,1824,-50,-22,1234
1783350002890,68,2,1929,-19,-22,1244
1783350002892,-66,23,1881,-51,-25,1279
1783350002894,-28,-40,1836,-20,2,1250
1783350002896,58,-18,1866,-44,-22,1259
1783350002898,5,12,1839,-17,-35,1267
1783350002900,6,-34,1831,-25,-33,1225
1783350002902,23,-29,1836,-49,-6,1240
1783350002904,-10,-9,1875,-39,-51,1238
1783350002906,43,6,1874,-30,-9,1260
1783350002908,-33,-33,1853,-16,-21,1277
1783350002910,126,-62,1901,-35,-25,1246
1783350002912,-52,-74,1892,-45,-23,1248
1783350002914,50,-102,1849,-34,-31,1249
1783350002916,52,-7,1849,-35,-15,1246
1783350002918,142,-3,1874,-41,-48,1257
1783350002920,16,-26,1850,-46,-12,1240
1783350002922,58,57,1842,-28,2,1263
1783350002924,28,-37,1856,-9,-19,1249
1783350002926,78,19,1855,-24,-34,1230
1783350002928,-11,-11,1864,-34,-10,1232
1783350002930,85,16,1847,-49,15,1264
1783350002932,6,19,1820,-4,-32,1228
1783350002934,22,-55,1894,-40,-33,1233
1783350002936,40,-32,1872,0,-23,1242
1783350002938,31,-28,1852,-44,-26,1249
1783350002940,42,-17,1821,-33,-26,1228
1783350002942,34,7,1901,-39,-22,1208
1783350002944,18,-50,1889,-26,-30,1226
1783350002946,-43,6,1821,-54,-20,1243
1783350002948,4,-11,1907,-21,-46,1255
1783350002950,28,-17,1937,-34,-19,1217
1783350002952,12,-40,1830,-35,-18,1222
1783350002954,31,4,1833,-40,-18,1211
1783350002956,81,-47,1873,-42,0,1215
1783350002958,81,-44,1841,-46,3,1203
1783350002960,52,-11,1883,-70,-30,1226
1783350002962,1,-34,1838,-27,-40,1226
1783350002964,54,30,1861,-33,-14,1200
1783350002966,29,-20,1860,-47,-22,1216
1783350002968,-14,-8,1858,-22,-19,1229
1783350002970,61,-53,1841,-30,-50,1203
1783350002972,74,-4,1859,-25,-15,1205
1783350002974,48,10,1904,-18,19,1226
1783350002976,82,21,1825,-22,-5,1196
1783350002978,36,-9,1886,-31,-41,1216
1783350002980,50,-57,1904,-53,-17,1199
1783350002982,16,7,1856,-43,-16,1189
1783350002984,-4,59,1883,-24,-16,1204
1783350002986,59,22,1826,-33,-40,1212
1783350002988,24,-52,1866,-30,-19,1206
1783350002990,38,-22,1925,-27,-13,1206
1783350002992,37,-56,1814,-8,-22,1240
1783350002994,-3,-39,1815,-12,-26,1205
1783350002996,28,11,1826,-42,-32,1163
1783350002998,86,-40,1904,-28,-11,1165
1783350003000,54,33,1849,-21,-17,1200
1783350003002,89,10,1869,-31,-25,1162
1783350003004,12,-36,1862,-32,-10,1202
1783350003006,20,30,1879,-37,-20,1189
1783350003008,76,-83,1938,-1,-19,1192
1783350003010,38,-65,1843,-13,-2,1183
1783350003012,-2,-23,1875,-17,-30,1204
1783350003014,47,-89,1836,-40,5,1182
1783350003016,64,38,1868,-15,14,1184
1783350003018,128,-64,1949,-50,-10,1181
1783350003020,1,-79,1828,-43,13,1188
1783350003022,4,4,1887,-27,-25,1170
1783350003024,7,-39,1819,-63,-44,1198
1783350003026,17,-9,1844,-34,-22,1188
1783350003028,15,-40,1887,-52,-6,1165
1783350003030,56,-19,1926,-18,-1,1173
1783350003032,50,-39,1833,-48,-14,1163
1783350003034,31,-19,1869,-7,-28,1172
1783350003036,58,-24,1878,-18,-24,1150
1783350003038,78,-55,1854,9,-1,1179
1783350003040,2,-17,1892,-39,-34,1168
1783350003042,36,-65,1855,-34,-5,1191
1783350003044,63,-11,1806,-14,-19,1148
1783350003046,-12,-21,1845,-25,-20,1148
1783350003048,46,-7,1917,-22,-24,1181
1783350003050,55,44,1872,-37,-6,1165
1783350003052,8,-20,1896,-3,-50,1174
1783350003054,66,-20,1833,-58,14,1176
1783350003056,14,6,1835,-23,-12,1161
1783350003058,-27,19,1865,-38,-9,1170
1783350003060,16,-35,1867,-45,-20,1166
1783350003062,14,15,1873,-23,3,1161
1783350003064,68,-45,1808,-41,2,1153
1783350003066,-19,26,1853,-34,-15,1153
1783350003068,71,31,1869,-47,-7,1141
1783350003070,56,-55,1838,-2,-9,1169
1783350003072,16,-49,1788,-13,-26,1134
1783350003074,75,-24,1813,-7,-15,1137
1783350003076,65,4,1870,-11,-36,1126
1783350003078,47,-25,1904,-25,5,1145
1783350003080,84,-47,1868,-54,-8,1181
1783350003082,57,34,1899,-28,9,1132
1783350003084,79,-74,1844,-16,-20,1168
1783350003086,37,-26,1900,-30,-5,1148
1783350003088,21,20,1853,-26,-4,1162
1783350003090,6,-3,1915,-50,11,1102
1783350003092,-5,22,1912,-79,-20,1142
1783350003094,96,19,1833,-42,-21,1161
1783350003096,36,-4,1874,-31,-7,1140
1783350003098,78,12,1882,-52,3,1134
1783350003100,52,3,1852,-30,-20,1125
1783350003102,-15,15,1916,-43,-2,1115
1783350003104,29,-22,1881,27,-12,1122
1783350003106,77,-5,1859,-15,16,1135
1783350003108,41,-3,1854,-16,10,1113
1783350003110,31,73,1810,-4,0,1132
1783350003112,51,-9,1881,-33,-3,1148
1783350003114,52,-13,1821,-25,-7,1137
1783350003116,31,13,1906,-13,4,1151
1783350003118,24,-16,1918,-18,-9,1114
1783350003120,18,1,1923,-44,9,1130
1783350003122,32,-31,1879,-22,-1,1112
1783350003124,59,-31,1907,-14,-13,1113
1783350003126,29,-3,1872,-26,5,1142
1783350003128,-6,-32,1870,-9,6,1113
1783350003130,52,21,1866,-37,-6,1113
1783350003132,23,6,1858,-8,6,1140
1783350003134,17,32,1918,-15,11,1119
1783350003136,18,21,1838,-9,-4,1121
1783350003138,-13,-6,1882,-1,-8,1106
1783350003140,12,-30,1863,15,-8,1110
1783350003142,-9,19,1887,-23,-25,1105
1783350003144,25,16,1911,10,-6,1074
1783350003146,80,32,1864,-38,-16,1131
1783350003148,20,17,1878,-3,1,1125
1783350003150,14,-77,1918,-38,-28,1112
1783350003152,-18,-29,1862,-5,-5,1077
1783350003154,51,18,1856,-36,20,1108
1783350003156,23,40,1944,-15,-1,1098
1783350003158,89,-38,1913,-12,-18,1086
1783350003160,10,-4,1878,1,-8,1114
1783350003162,50,-13,1840,-26,-5,1116
1783350003164,44,-1,1831,-18,-7,1089
1783350003166,44,-23,1897,-11,-9,1080
1783350003168,15,16,1844,-11,2,1101
1783350003170,6,-70,1915,-28,7,1100
1783350003172,14,-25,1892,13,4,1047
1783350003174,57,-54,1878,-18,-1,1092
1783350003176,-8,-91,1846,-43,5,1106
1783350003178,28,-19,1844,9,-1,1090
1783350003180,6,-8,1833,-2,-8,1115
1783350003182,56,-12,1900,-11,-7,1100
1783350003184,-3,-32,1820,2,1,1113
1783350003186,38,-1,1871,-23,6,1096
1783350003188,51,6,1864,-22,-26,1069
1783350003190,-2,-38,1906,-11,30,1112
1783350003192,-24,4,1874,-33,29,1074
1783350003194,29,8,1905,-4,1,1097
1783350003196,23,-1,1928,12,-34,1079
1783350003198,-4,26,1848,-8,-23,1091
1783350003200,-10,-20,1900,12,-16,1099
1783350003202,30,-36,1909,-5,-8,1083
1783350003204,73,-80,1903,-24,-8,1068
1783350003206,26,-38,1865,10,6,1073
1783350003208,59,-46,1863,-25,0,1059
1783350003210,23,-54,1880,-26,-9,1077
1783350003212,42,-25,1866,-12,14,1094
1783350003214,67,-27,1843,-24,-6,1097
1783350003216,59,-49,1838,-23,24,1074
1783350003218,22,-43,1820,-24,-15,1079
1783350003220,-4,-26,1884,-15,5,1068
1783350003222,18,-35,1872,-20,28,1062
1783350003224,6,-31,1816,-14,8,1093
1783350003226,32,30,1828,-17,-20,1098
1783350003228,22,-14,1896,-8,9,1081
1783350003230,19,17,1884,12,11,1070
1783350003232,-11,6,1856,1,12,1062
1783350003234,42,5,1909,-2,-10,1072
1783350003236,9,-24,1888,-17,35,1063
1783350003238,33,-38,1850,-17,0,1061
1783350003240,10,-29,1862,-12,2,1077
1783350003242,-13,-47,1900,-9,13,1068
1783350003244,20,-65,1889,27,5,1076
1783350003246,14,-6,1834,-20,0,1046
1783350003248,75,-43,1868,-25,11,1067
1783350003250,-19,-76,1879,3,32,1052
1783350003252,67,-15,1817,-5,24,1055
1783350003254,23,-3,1840,3,33,1050
1783350003256,-1,0,1843,2,32,1044
1783350003258,69,-3,1804,0,-18,1053
1783350003260,22,-26,1868,4,23,1025
1783350003262,71,-15,1818,19,-7,1052
1783350003264,-28,-35,1867,-7,0,1066
1783350003266,44,22,1859,-24,-11,1042
1783350003268,16,16,1854,51,32,1014
1783350003270,-30,-26,1885,-5,20,1039
1783350003272,32,-36,1887,-23,2,1048
1783350003274,75,-1,1839,-18,33,1033
1783350003276,7,-55,1873,15,28,1046
1783350003278,25,23,1848,-19,29,1046
1783350003280,-3,-12,1842,37,21,1036
1783350003282,-18,11,1865,21,0,1033
1783350003284,-25,31,1859,25,17,1036
1783350003286,9,3,1879,-12,-8,1072
1783350003288,62,36,1880,6,-6,1017
1783350003290,23,-13,1775,-3,19,1014
1783350003292,20,-20,1873,10,17,1034
1783350003294,-2,-67,1919,7,7,1034
1783350003296,27,83,1857,9,-3,1050
1783350003298,29,-15,1884,18,-9,1021
1783350003300,60,-33,1855,-19,6,1026
1783350003302,-41,-15,1809,15,6,999
1783350003304,41,29,1835,-7,7,1037
1783350003306,-7,-10,1903,14,26,1020
1783350003308,-10,-67,1851,-5,1,1027
1783350003310,-25,-51,1883,13,26,1017
1783350003312,31,-20,1851,-21,34,1004
1783350003314,43,3,1870,35,-6,1024
1783350003316,5,-29,1868,4,-2,1015
1783350003318,62,-21,1899,33,6,1033
1783350003320,38,-11,1890,-8,27,1026
1783350003322,46,3,1835,0,7,1032
1783350003324,46,7,1848,21,12,1000
1783350003326,-6,-116,1860,4,12,1010
1783350003328,-20,-33,1847,10,41,1018
1783350003330,11,-41,1836,8,18,1028
1783350003332,17,-22,1900,-14,42,1016
1783350003334,38,-54,1835,31,15,987
1783350003336,3,13,1855,29,8,1032
1783350003338,50,-64,1850,32,35,1028
1783350003340,24,-17,1888,2,24,1009
1783350003342,23,-27,1858,17,9,1035
1783350003344,-25,-36,1872,-4,12,979
1783350003346,74,-22,1911,22,19,1018
1783350003348,71,8,1871,27,30,995
1783350003350,1,-18,1878,13,30,992
1783350003352,7,-4,1883,34,-11,1015
1783350003354,-9,20,1867,-11,28,1008
1783350003356,-19,-1,1920,29,5,981
1783350003358,32,-12,1892,26,25,993
1783350003360,-10,16,1901,28,25,1012
1783350003362,15,24,1857,32,20,990
1783350003364,52,22,1849,25,-3,1011
1783350003366,38,6,1843,-1,9,1002
1783350003368,62,66,1870,33,6,982
1783350003370,-2,36,1836,36,-5,1018
1783350003372,20,-69,1861,39,-2,981
1783350003374,-8,-30,1863,28,21,989
1783350003376,-23,24,1862,29,32,975
1783350003378,-20,-35,1920,33,26,997
1783350003380,29,-25,1885,31,4,1018
1783350003382,-11,8,1860,24,5,964
1783350003384,22,-8,1855,15,5,971
1783350003386,30,19,1877,16,19,975
1783350003388,58,-51,1830,9,24,984
1783350003390,-14,-46,1941,10,46,979
1783350003392,74,-27,1942,1,29,966
1783350003394,22,6,1875,-4,16,973
1783350003396,75,-2,1884,23,23,984
1783350003398,18,11,1829,30,18,965
1783350003400,18,26,1967,-5,-9,965
1783350003402,38,-33,1914,10,13,961
1783350003404,71,-30,1877,33,17,1002
1783350003406,100,-22,1855,47,-3,973
1783350003408,-32,-39,1887,24,28,981
1783350003410,-7,-37,1940,0,34,971
1783350003412,42,-41,1873,27,4,976
1783350003414,47,-17,1861,53,29,984
1783350003416,17,10,1851,25,7,983
1783350003418,5,-43,1850,13,25,945
1783350003420,21,-37,1888,34,33,946
1783350003422,22,70,1916,42,40,965
1783350003424,67,-17,1845,15,15,944
1783350003426,-13,-16,1865,28,22,965
1783350003428,37,-42,1864,45,45,977
1783350003430,-9,70,1854,32,7,989
1783350003432,23,-9,1910,12,12,955
1783350003434,-23,20,1879,37,19,968
1783350003436,-7,53,1859,9,-18,952
1783350003438,-29,14,1863,7,14,951
1783350003440,12,22,1855,5,24,969
1783350003442,14,25,1842,8,27,962
1783350003444,-4,-13,1861,47,15,953
1783350003446,67,-30,1916,47,10,964
1783350003448,7,-4,1893,33,39,951
1783350003450,75,53,1803,15,7,976
1783350003452,4,-49,1895,20,17,937
1783350003454,-36,2,1839,16,14,940
1783350003456,32,-47,1863,16,27,949
1783350003458,-10,-33,1815,34,46,958
1783350003460,-12,34,1909,17,7,917
1783350003462,-12,-33,1865,26,11,971
1783350003464,15,-35,1884,44,1,936
1783350003466,23,21,1888,11,15,941
1783350003468,-37,6,1842,12,23,960
1783350003470,15,-20,1874,27,37,943
1783350003472,-14,-14,1844,24,48,962
1783350003474,-47,-7,1885,39,54,941
1783350003476,6,66,1888,30,20,912
1783350003478,18,34,1826,38,15,958
1783350003480,74,40,1841,34,23,928
1783350003482,25,-26,1875,17,27,943
1783350003484,0,16,1850,42,26,914
1783350003486,-11,55,1871,30,29,926
1783350003488,-12,25,1885,12,26,936
1783350003490,-4,-10,1853,37,28,936
1783350003492,-49,36,1867,45,13,939
1783350003494,1,-51,1886,22,27,918
1783350003496,-5,14,1888,27,30,922
1783350003498,-27,-37,1821,38,26,922
1783350003500,60,13,1877,48,41,915
1783350003502,15,-45,1881,35,11,930
1783350003504,-18,-31,1904,49,28,917
1783350003506,83,56,1892,29,30,912
1783350003508,24,39,1873,44,46,908
1783350003510,7,-51,1848,31,12,935
1783350003512,42,-33,1862,38,6,921
1783350003514,20,27,1860,25,-6,916
1783350003516,42,18,1895,46,11,930
1783350003518,-15,1,1886,56,13,943
1783350003520,-46,15,1861,40,18,931
1783350003522,-3,-31,1949,18,25,904
1783350003524,43,-8,1899,5,28,910
1783350003526,2,-102,1841,40,-4,900
1783350003528,-24,-54,1890,55,11,921
1783350003530,0,-25,1867,16,28,911
1783350003532,-32,30,1842,43,57,901
1783350003534,-29,53,1873,46,-1,907
1783350003536,20,-11,1842,10,19,920
1783350003538,-13,-16,1905,26,24,942
1783350003540,34,-53,1898,19,47,926
1783350003542,-4,-3,1845,12,13,900
1783350003544,-28,0,1838,-3,37,916
1783350003546,45,4,1953,33,35,899
1783350003548,-32,-15,1885,49,29,889
1783350003550,26,-15,1857,41,18,938
1783350003552,-64,9,1815,32,21,926
1783350003554,-20,-28,1853,29,2,896
1783350003556,-9,-13,1906,46,33,899
1783350003558,35,-41,1842,29,12,917
1783350003560,1,16,1910,30,12,909
1783350003562,31,68,1902,59,45,904
1783350003564,-35,-40,1844,35,36,882
1783350003566,-8,13,1884,32,56,866
1783350003568,-67,31,1922,64,37,904
1783350003570,-45,-25,1852,25,16,891
1783350003572,33,34,1832,28,26,899
1783350003574,-37,56,1875,23,27,902
1783350003576,60,21,1894,27,36,891
1783350003578,-44,17,1875,26,35,881
1783350003580,80,30,1784,16,29,888
1783350003582,-35,-48,1862,39,32,911
1783350003584,-36,14,1862,62,5,906
1783350003586,53,10,1902,40,41,895
1783350003588,-71,-62,1863,36,6,911
1783350003590,35,-3,1855,27,31,901
1783350003592,14,-5,1863,27,34,902
1783350003594,-42,-19,1911,23,8,867
1783350003596,4,-27,1892,20,24,898
1783350003598,-74,-44,1880,65,31,871
1783350003600,36,6,1887,32,19,897
1783350003602,-3,90,1878,51,23,880
1783350003604,8,7,1886,41,34,882
1783350003606,9,34,1875,10,-5,869
1783350003608,6,-67,1913,33,39,861
1783350003610,-19,12,1870,46,40,868
1783350003612,25,24,1832,39,28,882
1783350003614,-2,52,1885,20,15,888
1783350003616,15,-25,1918,25,11,878
1783350003618,14,-3,1877,42,41,894
1783350003620,13,13,1866,12,13,883
1783350003622,15,-40,1878,45,46,853
1783350003624,5,23,1855,23,14,911
1783350003626,23,-4,1876,24,11,881
1783350003628,-51,38,1888,23,19,873
1783350003630,8,24,1866,42,48,845
1783350003632,-38,11,1913,26,12,871
1783350003634,18,19,1841,17,38,886
1783350003636,38,-21,1898,52,15,868
1783350003638,-51,-26,1910,5,10,869
1783350003640,-46,22,1876,63,19,884
1783350003642,5,-12,1833,42,32,860
1783350003644,53,21,1879,11,15,849
1783350003646,6,3,1878,29,38,847
1783350003648,44,62,1815,41,10,874
1783350003650,38,20,1874,24,22,848
1783350003652,60,-45,1911,41,32,883
1783350003654,26,-19,1905,24,-4,855
1783350003656,-10,21,1826,20,21,825
1783350003658,6,49,1874,1,30,853
1783350003660,52,24,1886,30,46,856
1783350003662,-39,-7,1843,19,43,873
1783350003664,37,22,1853,32,36,882
1783350003666,6,13,1817,40,28,824
1783350003668,-8,-34,1873,52,31,816
1783350003670,-87,-21,1803,34,-9,853
1783350003672,12,3,1882,21,10,864
1783350003674,-24,-26,1866,49,8,853
1783350003676,23,-28,1861,23,15,865
1783350003678,31,-3,1942,11,27,835
1783350003680,49,-55,1916,35,-2,871
1783350003682,-3,59,1820,10,32,870
1783350003684,-22,43,1827,38,33,864
1783350003686,-28,-20,1892,13,35,850
1783350003688,10,3,1864,24,22,836
1783350003690,24,23,1906,16,16,843
1783350003692,-33,-16,1890,21,-14,857
1783350003694,2,-49,1883,-2,36,844
1783350003696,-11,58,1850,47,35,827
1783350003698,-35,61,1850,3,15,838
1783350003700,-14,-25,1891,24,24,818
1783350003702,44,42,1882,41,30,860
1783350003704,0,70,1868,35,17,837
1783350003706,-9,29,1864,44,-19,832
1783350003708,21,29,1933,44,2,839
1783350003710,-25,11,1916,22,18,843
1783350003712,-35,-5,1885,19,22,851
1783350003714,78,31,1845,26,32,859
1783350003716,-30,25,1861,14,19,828
1783350003718,10,-36,1874,28,20,845
1783350003720,8,-29,1796,48,-9,856
1783350003722,12,26,1900,22,7,857
1783350003724,-19,-12,1853,53,31,830
1783350003726,7,-62,1901,31,39,818
1783350003728,12,-39,1807,40,26,819
1783350003730,-4,15,1870,29,6,825
1783350003732,-5,12,1845,13,38,822
1783350003734,-36,6,1832,34,25,827
1783350003736,32,4,1822,56,26,826
1783350003738,-52,21,1843,22,14,832
1783350003740,-20,74,1839,14,5,807
1783350003742,-1,-27,1855,22,9,807
1783350003744,14,56,1877,16,3,837
1783350003746,-15,62,1893,18,37,835
1783350003748,63,66,1799,20,16,775
1783350003750,-34,15,1881,38,38,792
1783350003752,-46,-24,1827,6,7,812
1783350003754,38,2,1872,33,27,801
1783350003756,-22,-60,1871,26,46,802
1783350003758,-13,-63,1881,17,36,851
1783350003760,-51,14,1877,48,41,831
1783350003762,-3,70,1872,24,1,796
1783350003764,14,86,1913,20,-9,808
1783350003766,-46,18,1884,4,4,804
1783350003768,24,-6,1808,23,0,812
1783350003770,19,-26,1897,18,43,809
1783350003772,5,0,1838,-2,10,830
1783350003774,-35,-8,1858,27,-1,791
1783350003776,9,-55,1837,5,30,798
1783350003778,-2,7,1859,19,15,814
1783350003780,80,-4,1852,23,17,807
1783350003782,5,29,1881,8,14,809
1783350003784,0,43,1880,13,11,830
1783350003786,5,-24,1891,52,47,834
1783350003788,5,-28,1868,8,37,805
1783350003790,11,39,1909,-4,9,785
1783350003792,28,28,1909,27,-4,779
1783350003794,16,49,1913,4,3,806
1783350003796,-4,22,1867,7,26,795
1783350003798,16,27,1904,28,24,816
1783350003800,-28,-55,1864,17,20,812
1783350003802,-3,42,1900,-14,6,776
1783350003804,-29,18,1903,2,26,817
1783350003806,-52,17,1883,5,24,807
1783350003808,-26,-34,1881,8,32,783
1783350003810,4,12,1857,20,38,789
1783350003812,-42,21,1876,7,20,800
1783350003814,-34,7,1849,9,21,805
1783350003816,-10,120,1887,31,11,791
1783350003818,12,-12,1794,18,6,803
1783350003820,-9,-33,1907,13,26,799
1783350003822,22,-12,1914,-13,6,783
1783350003824,-56,0,1890,18,19,764
1783350003826,-3,47,1828,26,11,812
1783350003828,-30,6,1884,-17,4,761
1783350003830,-3,7,1829,12,18,794
1783350003832,10,31,1872,34,35,787
1783350003834,33,7,1916,10,7,803
1783350003836,-43,36,1841,-26,10,775
1783350003838,-7,19,1854,-21,4,813
1783350003840,-28,54,1904,18,28,781
1783350003842,-88,95,1864,-1,14,787
1783350003844,3,6,1860,0,6,777
1783350003846,24,0,1880,28,25,782
1783350003848,0,45,1889,23,-8,786
1783350003850,-19,-15,1861,22,20,770
1783350003852,-2,4,1810,15,30,769
1783350003854,-10,16,1890,-11,-15,767
1783350003856,52,48,1836,-5,24,775
1783350003858,-27,-1,1922,-28,9,801
1783350003860,-18,25,1918,-4,17,772
1783350003862,39,45,1854,-12,5,763
